Circle, white, A, black
Cross, red, 3, purple
Cross, red, 4, purple
Cross, red, 5, purple
Cross, red, 6, purple
Cross, red, 7, purple
Cross, red, 8, purple
Cross, red, 9, purple
Cross, red, A, brown
Cross, red, B, brown
Cross, red, C, brown
Cross, red, D, brown
Cross, red, E, brown
Cross, red, F, brown
Cross, red, G, brown
Cross, red, H, brown
Cross, red, I, brown
Cross, red, J, brown
Cross, red, K, brown
Cross, red, L, brown
Cross, red, M, brown
Cross, red, N, brown
Cross, red, O, brown
Cross, red, P, brown
Cross, red, Q, brown
Cross, red, R, brown
Cross, red, S, brown
Cross, red, T, brown
Cross, red, U, brown
Cross, red, V, brown
Cross, red, W, brown
Cross, red, X, brown
Cross, red, Y, brown
Cross, red, Z, brown
Cross, red, 0, brown
Cross, red, 1, brown
Cross, red, 2, brown
Cross, red, 3, brown
Cross, red, 4, brown
Cross, red, 5, brown
Cross, red, 6, brown
Cross, red, 7, brown
Cross, red, 8, brown
Cross, red, 9, brown
Cross, red, A, orange
Cross, red, B, orange
Cross, red, C, orange
Cross, red, D, orange
Cross, red, E, orange
Cross, red, F, orange
Cross, red, G, orange
Cross, red, H, orange
Cross, red, I, orange
Cross, red, J, orange
Cross, red, K, orange
Cross, red, L, orange
Cross, red, M, orange
Cross, red, N, orange
Cross, red, O, orange
Cross, red, P, orange
Cross, red, Q, orange
Cross, red, R, orange
Cross, red, S, orange
Cross, red, T, orange
Cross, red, U, orange
Cross, red, V, orange
Cross, red, W, orange
Cross, red, X, orange
Cross, red, Y, orange
Cross, red, Z, orange
Cross, red, 0, orange
Cross, red, 1, orange
Cross, red, 2, orange
Cross, red, 3, orange
Cross, red, 4, orange
Cross, red, 5, orange
Cross, red, 6, orange
Cross, red, 7, orange
Cross, red, 8, orange
Cross, red, 9, orange
Cross, blue, A, white
Cross, blue, B, white
Cross, blue, C, white
Cross, blue, D, white
Cross, blue, E, white
Cross, blue, F, white
Cross, blue, G, white
Cross, blue, H, white
Cross, blue, I, white
Cross, blue, J, white
Cross, blue, K, white
Cross, blue, L, white
Cross, blue, M, white
Cross, blue, N, white
Cross, blue, O, white
Cross, blue, P, white
Cross, blue, Q, white
Cross, blue, R, white
Cross, blue, S, white
Cross, blue, T, white
Cross, blue, U, white
Cross, blue, V, white
Cross, blue, W, white
Cross, blue, X, white
Cross, blue, Y, white
Cross, blue, Z, white
Cross, blue, 0, white
Cross, blue, 1, white
Cross, blue, 2, white
Cross, blue, 3, white
Cross, blue, 4, white
Cross, blue, 5, white
Cross, blue, 6, white
Cross, blue, 7, white
Cross, blue, 8, white
Cross, blue, 9, white
Cross, blue, A, black
Cross, blue, B, black
Cross, blue, C, black
Cross, blue, D, black
Cross, blue, E, black
Cross, blue, F, black
Cross, blue, G, black
Cross, blue, H, black
Cross, blue, I, black
Cross, blue, J, black
Cross, blue, K, black
Cross, blue, L, black
Cross, blue, M, black
Cross, blue, N, black
Cross, blue, O, black
Cross, blue, P, black
Cross, blue, Q, black
Cross, blue, R, black
Cross, blue, S, black
Cross, blue, T, black
Cross, blue, U, black
Cross, blue, V, black
Cross, blue, W, black
Cross, blue, X, black
Cross, blue, Y, black
Cross, blue, Z, black
Cross, blue, 0, black
Cross, blue, 1, black
Cross, blue, 2, black
Cross, blue, 3, black
Cross, blue, 4, black
Cross, blue, 5, black
Cross, blue, 6, black
Cross, blue, 7, black
Cross, blue, 8, black
Cross, blue, 9, black
Cross, blue, A, red
Cross, blue, B, red
Cross, blue, C, red
Cross, blue, D, red
Cross, blue, E, red
Cross, blue, F, red
Cross, blue, G, red
Cross, blue, H, red
Cross, blue, I, red
Cross, blue, J, red
Cross, blue, K, red
Cross, blue, L, red
Cross, blue, M, red
Cross, blue, N, red
Cross, blue, O, red
Cross, blue, P, red
Cross, blue, Q, red
Cross, blue, R, red
Cross, blue, S, red
Cross, blue, T, red
Cross, blue, U, red
Cross, blue, V, red
Cross, blue, W, red
Cross, blue, X, red
Cross, blue, Y, red
Cross, blue, Z, red
Cross, blue, 0, red
Cross, blue, 1, red
Cross, blue, 2, red
Cross, blue, 3, red
Cross, blue, 4, red
Cross, blue, 5, red
Cross, blue, 6, red
Cross, blue, 7, red
Cross, blue, 8, red
Cross, blue, 9, red
Cross, blue, A, green
Cross, blue, B, green
Cross, blue, C, green
Cross, blue, D, green
Cross, blue, E, green
Cross, blue, F, green
Cross, blue, G, green
Cross, blue, H, green
Cross, blue, I, green
Cross, blue, J, green
Cross, blue, K, green
Cross, blue, L, green
Cross, blue, M, green
Cross, blue, N, green
Cross, blue, O, green
Cross, blue, P, green
Cross, blue, Q, green
Cross, blue, R, green
Cross, blue, S, green
Cross, blue, T, green
Cross, blue, U, green
Cross, blue, V, green
Cross, blue, W, green
Cross, blue, X, green
Cross, blue, Y, green
Cross, blue, Z, green
Cross, blue, 0, green
Cross, blue, 1, green
Cross, blue, 2, green
Cross, blue, 3, green
Cross, blue, 4, green
Cross, blue, 5, green
Cross, blue, 6, green
Cross, blue, 7, green
Cross, blue, 8, green
Cross, blue, 9, green
Cross, blue, A, purple
Cross, blue, B, purple
Cross, blue, C, purple
Cross, blue, D, purple
Cross, blue, E, purple
Cross, blue, F, purple
Cross, blue, G, purple
Cross, blue, H, purple
Cross, blue, I, purple
Cross, blue, J, purple
Cross, blue, K, purple
Cross, blue, L, purple
Cross, blue, M, purple
Cross, blue, N, purple
Cross, blue, O, purple
Cross, blue, P, purple
Cross, blue, Q, purple
Cross, blue, R, purple
Cross, blue, S, purple
Cross, blue, T, purple
Cross, blue, U, purple
Cross, blue, V, purple
Cross, blue, W, purple
Cross, blue, X, purple
Cross, blue, Y, purple
Cross, blue, Z, purple
Cross, blue, 0, purple
Cross, blue, 1, purple
Cross, blue, 2, purple
Cross, blue, 3, purple
Cross, blue, 4, purple
Cross, blue, 5, purple
Cross, blue, 6, purple
Cross, blue, 7, purple
Cross, blue, 8, purple
Cross, blue, 9, purple
Cross, blue, A, brown
Cross, blue, B, brown
Cross, blue, C, brown
Cross, blue, D, brown
Cross, blue, E, brown
Cross, blue, F, brown
Cross, blue, G, brown
Cross, blue, H, brown
Cross, blue, I, brown
Cross, blue, J, brown
Cross, blue, K, brown
Cross, blue, L, brown
Cross, blue, M, brown
Cross, blue, N, brown
Cross, blue, O, brown
Cross, blue, P, brown
Cross, blue, Q, brown
Cross, blue, R, brown
Cross, blue, S, brown
Cross, blue, T, brown
Cross, blue, U, brown
Cross, blue, V, brown
Cross, blue, W, brown
Cross, blue, X, brown
Cross, blue, Y, brown
Cross, blue, Z, brown
Cross, blue, 0, brown
Cross, blue, 1, brown
Cross, blue, 2, brown
Cross, blue, 3, brown
Cross, blue, 4, brown
Cross, blue, 5, brown
Cross, blue, 6, brown
Cross, blue, 7, brown
Cross, blue, 8, brown
Cross, blue, 9, brown
Cross, blue, A, orange
Cross, blue, B, orange
Cross, blue, C, orange
Cross, blue, D, orange
Cross, blue, E, orange
Cross, blue, F, orange
Cross, blue, G, orange
Cross, blue, H, orange
Cross, blue, I, orange
Cross, blue, J, orange
Cross, blue, K, orange
Cross, blue, L, orange
Cross, blue, M, orange
Cross, blue, N, orange
Cross, blue, O, orange
Cross, blue, P, orange
Cross, blue, Q, orange
Cross, blue, R, orange
Cross, blue, S, orange
Cross, blue, T, orange
Cross, blue, U, orange
Cross, blue, V, orange
Cross, blue, W, orange
Cross, blue, X, orange
Cross, blue, Y, orange
Cross, blue, Z, orange
Cross, blue, 0, orange
Cross, blue, 1, orange
Cross, blue, 2, orange
Cross, blue, 3, orange
Cross, blue, 4, orange
Cross, blue, 5, orange
Cross, blue, 6, orange
Cross, blue, 7, orange
Cross, blue, 8, orange
Cross, blue, 9, orange
Cross, green, A, white
Cross, green, B, white
Cross, green, C, white
Cross, green, D, white
Cross, green, E, white
Cross, green, F, white
Cross, green, G, white
Cross, green, H, white
Cross, green, I, white
Cross, green, J, white
Cross, green, K, white
Cross, green, L, white
Cross, green, M, white
Cross, green, N, white
Cross, green, O, white
Cross, green, P, white
Cross, green, Q, white
Cross, green, R, white
Cross, green, S, white
Cross, green, T, white
Cross, green, U, white
Cross, green, V, white
Cross, green, W, white
Cross, green, X, white
Cross, green, Y, white
Cross, green, Z, white
Cross, green, 0, white
Cross, green, 1, white
Cross, green, 2, white
Cross, green, 3, white
Cross, green, 4, white
Cross, green, 5, white
Cross, green, 6, white
Cross, green, 7, white
Cross, green, 8, white
Cross, green, 9, white
Cross, green, A, black
Cross, green, B, black
Cross, green, C, black
Cross, green, D, black
Cross, green, E, black
Cross, green, F, black
Cross, green, G, black
Cross, green, H, black
Cross, green, I, black
Cross, green, J, black
Cross, green, K, black
Cross, green, L, black
Cross, green, M, black
Cross, green, N, black
Cross, green, O, black
Cross, green, P, black
Cross, green, Q, black
Cross, green, R, black
Cross, green, S, black
Cross, green, T, black
Cross, green, U, black
Cross, green, V, black
Cross, green, W, black
Cross, green, X, black
Cross, green, Y, black
Cross, green, Z, black
Cross, green, 0, black
Cross, green, 1, black
Cross, green, 2, black
Cross, green, 3, black
Cross, green, 4, black
Cross, green, 5, black
Cross, green, 6, black
Cross, green, 7, black
Cross, green, 8, black
Cross, green, 9, black
Cross, green, A, red
Cross, green, B, red
Cross, green, C, red
Cross, green, D, red
Cross, green, E, red
Cross, green, F, red
Cross, green, G, red
Cross, green, H, red
Cross, green, I, red
Cross, green, J, red
Cross, green, K, red
Cross, green, L, red
Cross, green, M, red
Cross, green, N, red
Cross, green, O, red
Cross, green, P, red
Cross, green, Q, red
Cross, green, R, red
Cross, green, S, red
Cross, green, T, red
Cross, green, U, red
Cross, green, V, red
Cross, green, W, red
Cross, green, X, red
Cross, green, Y, red
Cross, green, Z, red
Cross, green, 0, red
Cross, green, 1, red
Cross, green, 2, red
Cross, green, 3, red
Cross, green, 4, red
Cross, green, 5, red
Cross, green, 6, red
Cross, green, 7, red
Cross, green, 8, red
Cross, green, 9, red
Cross, green, A, blue
Cross, green, B, blue
Cross, green, C, blue
Cross, green, D, blue
Cross, green, E, blue
Cross, green, F, blue
Cross, green, G, blue
Cross, green, H, blue
Cross, green, I, blue
Cross, green, J, blue
Cross, green, K, blue
Cross, green, L, blue
Cross, green, M, blue
Cross, green, N, blue
Cross, green, O, blue
Cross, green, P, blue
Cross, green, Q, blue
Cross, green, R, blue
Cross, green, S, blue
Cross, green, T, blue
Cross, green, U, blue
Cross, green, V, blue
Cross, green, W, blue
Cross, green, X, blue
Cross, green, Y, blue
Cross, green, Z, blue
Cross, green, 0, blue
Cross, green, 1, blue
Cross, green, 2, blue
Cross, green, 3, blue
Cross, green, 4, blue
Cross, green, 5, blue
Cross, green, 6, blue
Cross, green, 7, blue
Cross, green, 8, blue
Cross, green, 9, blue
Cross, green, A, purple
Cross, green, B, purple
Cross, green, C, purple
Cross, green, D, purple
Cross, green, E, purple
Cross, green, F, purple
Cross, green, G, purple
Cross, green, H, purple
Cross, green, I, purple
Cross, green, J, purple
Cross, green, K, purple
Cross, green, L, purple
Cross, green, M, purple
Cross, green, N, purple
Cross, green, O, purple
Cross, green, P, purple
Cross, green, Q, purple
Cross, green, R, purple
Cross, green, S, purple
Cross, green, T, purple
Cross, green, U, purple
Cross, green, V, purple
Cross, green, W, purple
Cross, green, X, purple
Cross, green, Y, purple
Cross, green, Z, purple
Cross, green, 0, purple
Cross, green, 1, purple
Cross, green, 2, purple
Cross, green, 3, purple
Cross, green, 4, purple
Cross, green, 5, purple
Cross, green, 6, purple
Cross, green, 7, purple
Cross, green, 8, purple
Cross, green, 9, purple
Cross, green, A, brown
Cross, green, B, brown
Cross, green, C, brown
Cross, green, D, brown
Cross, green, E, brown
Cross, green, F, brown
Cross, green, G, brown
Cross, green, H, brown
Cross, green, I, brown
Cross, green, J, brown
Cross, green, K, brown
Cross, green, L, brown
Cross, green, M, brown
Cross, green, N, brown
Cross, green, O, brown
Cross, green, P, brown
Cross, green, Q, brown
Cross, green, R, brown
Cross, green, S, brown
Cross, green, T, brown
Cross, green, U, brown
Cross, green, V, brown
Cross, green, W, brown
Cross, green, X, brown
Cross, green, Y, brown
Cross, green, Z, brown
Cross, green, 0, brown
Cross, green, 1, brown
Cross, green, 2, brown
Cross, green, 3, brown
Cross, green, 4, brown
Cross, green, 5, brown
Cross, green, 6, brown
Cross, green, 7, brown
Cross, green, 8, brown
Cross, green, 9, brown
Cross, green, A, orange
Cross, green, B, orange
Cross, green, C, orange
Cross, green, D, orange
Cross, green, E, orange
Cross, green, F, orange
Cross, green, G, orange
Cross, green, H, orange
Cross, green, I, orange
Cross, green, J, orange
Cross, green, K, orange
Cross, green, L, orange
Cross, green, M, orange
Cross, green, N, orange
Cross, green, O, orange
Cross, green, P, orange
Cross, green, Q, orange
Cross, green, R, orange
Cross, green, S, orange
Cross, green, T, orange
Cross, green, U, orange
Cross, green, V, orange
Cross, green, W, orange
Cross, green, X, orange
Cross, green, Y, orange
Cross, green, Z, orange
Cross, green, 0, orange
Cross, green, 1, orange
Cross, green, 2, orange
Cross, green, 3, orange
Cross, green, 4, orange
Cross, green, 5, orange
Cross, green, 6, orange
Cross, green, 7, orange
Cross, green, 8, orange
Cross, green, 9, orange
Cross, purple, A, white
Cross, purple, B, white
Cross, purple, C, white
Cross, purple, D, white
Cross, purple, E, white
Cross, purple, F, white
Cross, purple, G, white
Cross, purple, H, white
Cross, purple, I, white
Cross, purple, J, white
Cross, purple, K, white
Cross, purple, L, white
Cross, purple, M, white
Cross, purple, N, white
Cross, purple, O, white
Cross, purple, P, white
Cross, purple, Q, white
Cross, purple, R, white
Cross, purple, S, white
Cross, purple, T, white
Cross, purple, U, white
Cross, purple, V, white
Cross, purple, W, white
Cross, purple, X, white
Cross, purple, Y, white
Cross, purple, Z, white
Cross, purple, 0, white
Cross, purple, 1, white
Cross, purple, 2, white
Cross, purple, 3, white
Cross, purple, 4, white
Cross, purple, 5, white
Cross, purple, 6, white
Cross, purple, 7, white
Cross, purple, 8, white
Cross, purple, 9, white
Cross, purple, A, black
Cross, purple, B, black
Cross, purple, C, black
Cross, purple, D, black
Cross, purple, E, black
Cross, purple, F, black
Cross, purple, G, black
Cross, purple, H, black
Cross, purple, I, black
Cross, purple, J, black
Cross, purple, K, black
Cross, purple, L, black
Cross, purple, M, black
Cross, purple, N, black
Cross, purple, O, black
Cross, purple, P, black
Cross, purple, Q, black
Cross, purple, R, black
Cross, purple, S, black
Cross, purple, T, black
Cross, purple, U, black
Cross, purple, V, black
Cross, purple, W, black
Cross, purple, X, black
Cross, purple, Y, black
Cross, purple, Z, black
Cross, purple, 0, black
Cross, purple, 1, black
Cross, purple, 2, black
Cross, purple, 3, black
Cross, purple, 4, black
Cross, purple, 5, black
Cross, purple, 6, black
Cross, purple, 7, black
Cross, purple, 8, black
Cross, purple, 9, black
Cross, purple, A, red
Cross, purple, B, red
Cross, purple, C, red
Cross, purple, D, red
Cross, purple, E, red
Cross, purple, F, red
Cross, purple, G, red
Cross, purple, H, red
Cross, purple, I, red
Cross, purple, J, red
Cross, purple, K, red
Cross, purple, L, red
Cross, purple, M, red
Cross, purple, N, red
Cross, purple, O, red
Cross, purple, P, red
Cross, purple, Q, red
Cross, purple, R, red
Cross, purple, S, red
Cross, purple, T, red
Cross, purple, U, red
Cross, purple, V, red
Cross, purple, W, red
Cross, purple, X, red
Cross, purple, Y, red
Cross, purple, Z, red
Cross, purple, 0, red
Cross, purple, 1, red
Cross, purple, 2, red
Cross, purple, 3, red
Cross, purple, 4, red
Cross, purple, 5, red
Cross, purple, 6, red
Cross, purple, 7, red
Cross, purple, 8, red
Cross, purple, 9, red
Cross, purple, A, blue
Cross, purple, B, blue
Cross, purple, C, blue
Cross, purple, D, blue
Cross, purple, E, blue
Cross, purple, F, blue
Cross, purple, G, blue
Cross, purple, H, blue
Cross, purple, I, blue
Cross, purple, J, blue
Cross, purple, K, blue
Cross, purple, L, blue
Cross, purple, M, blue
Cross, purple, N, blue
Cross, purple, O, blue
Cross, purple, P, blue
Cross, purple, Q, blue
Cross, purple, R, blue
Cross, purple, S, blue
Cross, purple, T, blue
Cross, purple, U, blue
Cross, purple, V, blue
Cross, purple, W, blue
Cross, purple, X, blue
Cross, purple, Y, blue
Cross, purple, Z, blue
Cross, purple, 0, blue
Cross, purple, 1, blue
Cross, purple, 2, blue
Cross, purple, 3, blue
Cross, purple, 4, blue
Cross, purple, 5, blue
Cross, purple, 6, blue
Cross, purple, 7, blue
Cross, purple, 8, blue
Cross, purple, 9, blue
Cross, purple, A, green
Cross, purple, B, green
Cross, purple, C, green
Cross, purple, D, green
Cross, purple, E, green
Cross, purple, F, green
Cross, purple, G, green
Cross, purple, H, green
Cross, purple, I, green
Cross, purple, J, green
Cross, purple, K, green
Cross, purple, L, green
Cross, purple, M, green
Cross, purple, N, green
Cross, purple, O, green
Cross, purple, P, green
Cross, purple, Q, green
Cross, purple, R, green
